원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,,,,
KR0051,신한이지손해보험,1570,손해보험,3,보완자본,2024.3Q,6,,,,
KR0051,신한이지손해보험,1570,손해보험,3,보완자본,2024.2Q,6,,,,
KR0051,신한이지손해보험,1570,손해보험,3,보완자본,2024.1Q,6,,,,
KR0051,신한이지손해보험,1570,손해보험,3,보완자본,2023.4Q,8,,,,
KR0051,신한이지손해보험,1570,손해보험,3,보완자본,2023.3Q,1,,,,
KR0051,신한이지손해보험,1570,손해보험,3,보완자본,2023.2Q,2,,,,
KR0051,신한이지손해보험,1570,손해보험,3,보완자본,2023.1Q,5,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,1666,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.4Q,665,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.3Q,559,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.2Q,1094,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.1Q,1170,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.4Q,1186,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.3Q,991,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.2Q,1117,,,,
KR0051,신한이지손해보험,1570,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,1197,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2025.1Q,2477,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2024.4Q,1481,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2024.3Q,1481,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2024.2Q,1481,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2024.1Q,1482,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2023.4Q,1481,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2023.3Q,1481,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2023.2Q,1481,,,,
KR0051,신한이지손해보험,1570,손해보험,5,1. 보통주,2023.1Q,1481,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2025.1Q,-416,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2024.4Q,-370,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2024.3Q,336-,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2024.2Q,256-,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2024.1Q,205,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2023.4Q,-196,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2023.3Q,-157,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2023.2Q,-129,,,,
KR0051,신한이지손해보험,1570,손해보험,7,3. 이익잉여금,2023.1Q,-125,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2025.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2024.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2024.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2024.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2024.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2023.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2023.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2023.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,8,4. 자본조정,2023.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2025.1Q,2,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2024.4Q,1,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2024.3Q,5,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2024.2Q,7,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2024.1Q,6,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2023.4Q,8,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2023.3Q,-1,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2023.2Q,2,,,,
KR0051,신한이지손해보험,1570,손해보험,9,5. 기타포괄손익누계액,2023.1Q,3,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2025.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2024.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2024.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2024.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2024.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2023.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2023.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2023.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,10,6. 비지배지분,2023.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2025.1Q,-398,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2024.4Q,-448,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2024.3Q,591-,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2024.2Q,138-,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2024.1Q,113,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2023.4Q,-107,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2023.3Q,-332,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2023.2Q,-241,,,,
KR0051,신한이지손해보험,1570,손해보험,11,7. 조정준비금,2023.1Q,-163,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,9,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.4Q,8,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.3Q,6,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.2Q,6,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.1Q,6,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.4Q,8,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.3Q,1,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.2Q,2,,,,
KR0051,신한이지손해보험,1570,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,5,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,489,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.4Q,418,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.3Q,329,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.2Q,318,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.1Q,291,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.4Q,253,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.3Q,244,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.2Q,171,,,,
KR0051,신한이지손해보험,1570,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,243,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,489,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2024.4Q,418,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2024.3Q,329,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2024.2Q,318,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2024.1Q,291,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2023.4Q,253,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2023.3Q,244,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2023.2Q,171,,,,
KR0051,신한이지손해보험,1570,손해보험,15,Ⅰ. 기본요구자본,2023.1Q,243,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,121,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.4Q,55,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.3Q,61,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.2Q,73,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.1Q,75,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.4Q,66,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.3Q,65,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.2Q,40,,,,
KR0051,신한이지손해보험,1570,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,54,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,10,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2024.4Q,7,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2024.3Q,5,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2024.2Q,5,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2024.1Q,3,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2023.4Q,3,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2023.3Q,2,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2023.2Q,3,,,,
KR0051,신한이지손해보험,1570,손해보험,17,1. 생명장기손해보험위험액,2023.1Q,3,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2025.1Q,355,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2024.4Q,352,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2024.3Q,264,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2024.2Q,244,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2024.1Q,218,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2023.4Q,183,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2023.3Q,155,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2023.2Q,112,,,,
KR0051,신한이지손해보험,1570,손해보험,18,2. 일반손해보험위험액,2023.1Q,181,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2025.1Q,163,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2024.4Q,39,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2024.3Q,45,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2024.2Q,35,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2024.1Q,68,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2023.4Q,67,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2023.3Q,82,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2023.2Q,42,,,,
KR0051,신한이지손해보험,1570,손해보험,19,3. 시장위험액,2023.1Q,62,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2025.1Q,30,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2024.4Q,29,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2024.3Q,39,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2024.2Q,75,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2024.1Q,49,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2023.4Q,38,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2023.3Q,31,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2023.2Q,20,,,,
KR0051,신한이지손해보험,1570,손해보험,20,4. 신용위험액,2023.1Q,22,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2025.1Q,52,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2024.4Q,45,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2024.3Q,36,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2024.2Q,32,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2024.1Q,28,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2023.4Q,28,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2023.3Q,39,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2023.2Q,34,,,,
KR0051,신한이지손해보험,1570,손해보험,21,5. 운영위험액,2023.1Q,30,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2025.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2024.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2024.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2024.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2024.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2023.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2023.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2023.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,22,Ⅱ. 법인세조정액,2023.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.4Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.3Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.2Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,0,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,3.406952965,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.4Q,1.590909091,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.3Q,1.699088146,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.2Q,3.440251572,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.1Q,4.020618557,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.4Q,4.687747036,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.3Q,4.06147541,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.2Q,6.532163743,,,,
KR0051,신한이지손해보험,1570,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,4.925925926,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2025.1Q,210745,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2024.4Q,213317,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2024.3Q,205110,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2024.2Q,198395,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2024.1Q,207078,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2023.4Q,209793,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2023.3Q,219935,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2023.2Q,215728,,,,
KR0068,한화생명,370,생명보험,1,가. 지급여력금액,2023.1Q,215751,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2025.1Q,88493,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2024.4Q,96151,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2024.3Q,99229,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2024.2Q,100426,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2024.1Q,107154,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2023.4Q,109679,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2023.3Q,117593,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2023.2Q,115162,,,,
KR0068,한화생명,370,생명보험,2,기본자본,2023.1Q,110111,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2025.1Q,122252,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2024.4Q,117165,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2024.3Q,105881,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2024.2Q,97969,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2024.1Q,99924,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2023.4Q,100114,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2023.3Q,102342,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2023.2Q,100566,,,,
KR0068,한화생명,370,생명보험,3,보완자본,2023.1Q,105640,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,199826,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.4Q,204467,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.3Q,200818,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.2Q,196672,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.1Q,205571,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.4Q,209890,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.3Q,217092,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.2Q,217172,,,,
KR0068,한화생명,370,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,216361,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2025.1Q,48289,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2024.4Q,48289,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2024.3Q,48311,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2024.2Q,51880,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2024.1Q,43427,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2023.4Q,48930,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2023.3Q,48037,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2023.2Q,48037,,,,
KR0068,한화생명,370,생명보험,5,1. 보통주,2023.1Q,49181,,,,
KR0068,한화생명,370,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,16951,,,,
KR0068,한화생명,370,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.4Q,10968,,,,
KR0068,한화생명,370,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.3Q,10968,,,,
KR0068,한화생명,370,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.2Q,4983,,,,
KR0068,한화생명,370,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.1Q,8248,,,,
KR0068,한화생명,370,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.4Q,8257,,,,
KR0068,한화생명,370,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.3Q,8257,,,,
