원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_당분기
KR0073,교보생명보험,,생명보험,22,세전이익,2024.2Q,795886.994204,390611.71541
KR0073,교보생명보험,,생명보험,23,법인세,2024.2Q,188375.223382,94141.689182
KR0073,교보생명보험,,생명보험,24,당기순이익,2024.2Q,607511.770822,296470.026228
KR0073,교보생명보험,,생명보험,1,보험손익,2024.3Q,557157.230859,251202.299268
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2024.3Q,587775.087732,261643.438514
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2024.3Q,590722.065881,260843.343716
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2024.3Q,449849.0,215542.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2024.3Q,110426.0,37218.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2024.3Q,64052.0,40618.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2024.3Q,-33604.934119,-32534.656284
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2024.3Q,-2946.978149,800.094798
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2024.3Q,-4410.0,639.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2024.3Q,-906.0,-112.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2024.3Q,6062.0,3048.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2024.3Q,-3692.978149,-2774.905202
KR0073,교보생명보험,,생명보험,13,자동차손익,2024.3Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2024.3Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2024.3Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2024.3Q,30617.856873,10441.139246
KR0073,교보생명보험,,생명보험,17,투자손익,2024.3Q,643912.553966,174404.831307
KR0073,교보생명보험,,생명보험,18,투자이익,2024.3Q,3112030.400672,805233.278344
KR0073,교보생명보험,,생명보험,19,보험금융손익,2024.3Q,-2468117.846706,-630828.447037
KR0073,교보생명보험,,생명보험,20,영업이익,2024.3Q,1201069.784825,425607.130575
KR0073,교보생명보험,,생명보험,21,영업외손익,2024.3Q,19113.524921,-1310.815033
KR0073,교보생명보험,,생명보험,22,세전이익,2024.3Q,1220183.309746,424296.315542
KR0073,교보생명보험,,생명보험,23,법인세,2024.3Q,280256.846299,91881.622917
KR0073,교보생명보험,,생명보험,24,당기순이익,2024.3Q,939926.463447,332414.692625
KR0073,교보생명보험,,생명보험,1,보험손익,2024.4Q,473623.864404,-83533.366455
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2024.4Q,514574.15334,-73200.934392
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2024.4Q,516557.065408,-74165.000473
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2024.4Q,600984.0,151135.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2024.4Q,148199.0,37773.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2024.4Q,128048.0,63996.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2024.4Q,-360673.934592,-327069.000473
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2024.4Q,-1982.912068,964.066081
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2024.4Q,-4333.0,77.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2024.4Q,-1028.0,-122.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2024.4Q,8502.0,2440.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2024.4Q,-5123.912068,-1430.933919
KR0073,교보생명보험,,생명보험,13,자동차손익,2024.4Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2024.4Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2024.4Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2024.4Q,40950.288936,10332.432063
KR0073,교보생명보험,,생명보험,17,투자손익,2024.4Q,671399.62773,27487.073764
KR0073,교보생명보험,,생명보험,18,투자이익,2024.4Q,3598682.200003,486651.799331
KR0073,교보생명보험,,생명보험,19,보험금융손익,2024.4Q,-2927282.572273,-459164.725567
KR0073,교보생명보험,,생명보험,20,영업이익,2024.4Q,1145023.492134,-56046.292691
KR0073,교보생명보험,,생명보험,21,영업외손익,2024.4Q,-264233.609378,-283347.134299
KR0073,교보생명보험,,생명보험,22,세전이익,2024.4Q,880789.882756,-339393.42699
KR0073,교보생명보험,,생명보험,23,법인세,2024.4Q,182053.793416,-98203.052883
KR0073,교보생명보험,,생명보험,24,당기순이익,2024.4Q,698736.08934,-241190.374107
KR0073,교보생명보험,,생명보험,1,보험손익,2025.1Q,163110.340125,163110.340125
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2025.1Q,175868.23709,175868.23709
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2025.1Q,176571.480118,176571.480118
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2025.1Q,147074.0,147074.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2025.1Q,32225.0,32225.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2025.1Q,50690.0,50690.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2025.1Q,-53417.51988199999,-53417.51988199999
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2025.1Q,-703.243028,-703.243028
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2025.1Q,-1963.0,-1963.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2025.1Q,-90.0,-90.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2025.1Q,1372.0,1372.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2025.1Q,-22.243028,-22.243028
KR0073,교보생명보험,,생명보험,13,자동차손익,2025.1Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2025.1Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2025.1Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2025.1Q,12757.896965,12757.896965
KR0073,교보생명보험,,생명보험,17,투자손익,2025.1Q,242344.822745,242344.822745
KR0073,교보생명보험,,생명보험,18,투자이익,2025.1Q,1371884.821929,1371884.821929
KR0073,교보생명보험,,생명보험,19,보험금융손익,2025.1Q,-1129539.999184,-1129539.999184
KR0073,교보생명보험,,생명보험,20,영업이익,2025.1Q,405455.16287,405455.16287
KR0073,교보생명보험,,생명보험,21,영업외손익,2025.1Q,4911.592125,4911.592125
KR0073,교보생명보험,,생명보험,22,세전이익,2025.1Q,410366.754995,410366.754995
KR0073,교보생명보험,,생명보험,23,법인세,2025.1Q,95084.268156,95084.268156
KR0073,교보생명보험,,생명보험,24,당기순이익,2025.1Q,315282.486839,315282.486839
KR0073,교보생명보험,,생명보험,1,보험손익,2025.2Q,253601.557184,90491.217059
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2025.2Q,283994.639005,108126.401915
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2025.2Q,279877.125563,103305.645445
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2025.2Q,291874.0,144800.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2025.2Q,71086.0,38861.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2025.2Q,-22088.0,-72778.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2025.2Q,-60994.874437,-7577.354555
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2025.2Q,4117.513442,4820.75647
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2025.2Q,-4414.0,-2451.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2025.2Q,-36.0,54.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2025.2Q,5054.0,3682.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2025.2Q,3513.513442,3535.75647
KR0073,교보생명보험,,생명보험,13,자동차손익,2025.2Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2025.2Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2025.2Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2025.2Q,30393.081821,17635.184856
KR0073,교보생명보험,,생명보험,17,투자손익,2025.2Q,496917.777961,254572.955216
KR0073,교보생명보험,,생명보험,18,투자이익,2025.2Q,3086814.680058,1714929.858129
KR0073,교보생명보험,,생명보험,19,보험금융손익,2025.2Q,-2589896.902097,-1460356.902913
KR0073,교보생명보험,,생명보험,20,영업이익,2025.2Q,750519.335145,345064.172275
KR0073,교보생명보험,,생명보험,21,영업외손익,2025.2Q,15386.836193,10475.244068
KR0073,교보생명보험,,생명보험,22,세전이익,2025.2Q,765906.171338,355539.416343
KR0073,교보생명보험,,생명보험,23,법인세,2025.2Q,180598.684864,85514.416708
KR0073,교보생명보험,,생명보험,24,당기순이익,2025.2Q,585307.486474,270024.999635
KR0073,교보생명보험,,생명보험,1,보험손익,2025.3Q,421527.868588,167926.311404
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2025.3Q,469329.240886,185334.601881
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2025.3Q,457815.435277,177938.309714
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2025.3Q,438353.0,146479.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2025.3Q,110039.0,38953.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2025.3Q,-15033.0,7055.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2025.3Q,-75543.564723,-14548.690286
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2025.3Q,11513.805609,7396.292167
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2025.3Q,-6720.0,-2306.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2025.3Q,-184.0,-148.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2025.3Q,8280.0,3226.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2025.3Q,10137.805609,6624.292167
KR0073,교보생명보험,,생명보험,13,자동차손익,2025.3Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2025.3Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2025.3Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2025.3Q,47801.372298,17408.290477
KR0073,교보생명보험,,생명보험,17,투자손익,2025.3Q,670619.982273,173702.204312
KR0073,교보생명보험,,생명보험,18,투자이익,2025.3Q,4479205.046112,1392390.366054
KR0073,교보생명보험,,생명보험,19,보험금융손익,2025.3Q,-3808585.063839,-1218688.161742
KR0073,교보생명보험,,생명보험,20,영업이익,2025.3Q,1092147.850861,341628.515716
KR0073,교보생명보험,,생명보험,21,영업외손익,2025.3Q,17799.643272,2412.807079
KR0073,교보생명보험,,생명보험,22,세전이익,2025.3Q,1109947.494133,344041.322795
KR0073,교보생명보험,,생명보험,23,법인세,2025.3Q,262975.596307,82376.911443
KR0073,교보생명보험,,생명보험,24,당기순이익,2025.3Q,846971.897826,261664.411352
KR0073,교보생명보험,,생명보험,1,보험손익,2025.4Q,391590.329838,-29937.53875
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2025.4Q,455509.294833,-13819.946053
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2025.4Q,446262.129019,-11553.306258
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2025.4Q,587995.0,149642.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2025.4Q,149625.0,39586.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2025.4Q,193163.0,208196.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2025.4Q,-484520.870981,-408977.306258
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2025.4Q,9247.165814,-2266.639795
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2025.4Q,-11088.0,-4368.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2025.4Q,-755.0,-571.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2025.4Q,9286.0,1006.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2025.4Q,11804.165814,1666.360205
KR0073,교보생명보험,,생명보험,13,자동차손익,2025.4Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2025.4Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2025.4Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2025.4Q,63918.964995,16117.592697
KR0073,교보생명보험,,생명보험,17,투자손익,2025.4Q,670035.101553,-584.88072
KR0073,교보생명보험,,생명보험,18,투자이익,2025.4Q,5940265.286037,1461060.239925
KR0073,교보생명보험,,생명보험,19,보험금융손익,2025.4Q,-5270230.184484,-1461645.120645
KR0073,교보생명보험,,생명보험,20,영업이익,2025.4Q,1061625.431391,-30522.41947
KR0073,교보생명보험,,생명보험,21,영업외손익,2025.4Q,-99527.295976,-117326.939248
KR0073,교보생명보험,,생명보험,22,세전이익,2025.4Q,962098.135415,-147849.358718
KR0073,교보생명보험,,생명보험,23,법인세,2025.4Q,198887.657816,-64087.938491
KR0073,교보생명보험,,생명보험,24,당기순이익,2025.4Q,763210.477599,-83761.420227
KR0073,교보생명보험,,생명보험,1,보험손익,2026.1Q,184786.615531,184786.615531
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2026.1Q,202842.216159,202842.216159
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2026.1Q,205280.606122,205280.606122
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2026.1Q,153734.0,153734.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2026.1Q,39306.0,39306.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2026.1Q,18254.0,18254.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2026.1Q,-6013.393878000003,-6013.393878000003
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2026.1Q,-2438.389963,-2438.389963
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2026.1Q,-2369.0,-2369.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2026.1Q,-617.0,-617.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2026.1Q,1349.0,1349.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2026.1Q,-801.389963,-801.389963
KR0073,교보생명보험,,생명보험,13,자동차손익,2026.1Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2026.1Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2026.1Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2026.1Q,18055.600628,18055.600628
KR0073,교보생명보험,,생명보험,17,투자손익,2026.1Q,259420.202089,259420.202089
KR0073,교보생명보험,,생명보험,18,투자이익,2026.1Q,1806349.769783,1806349.769783
KR0073,교보생명보험,,생명보험,19,보험금융손익,2026.1Q,-1546929.567694,-1546929.567694
KR0073,교보생명보험,,생명보험,20,영업이익,2026.1Q,444206.81762,444206.81762
KR0073,교보생명보험,,생명보험,21,영업외손익,2026.1Q,323.717553,323.717553
KR0073,교보생명보험,,생명보험,22,세전이익,2026.1Q,444530.535173,444530.535173
KR0073,교보생명보험,,생명보험,23,법인세,2026.1Q,114390.125273,114390.125273
KR0073,교보생명보험,,생명보험,24,당기순이익,2026.1Q,330140.4099,330140.4099
KR0073,교보생명보험,,생명보험,1,보험손익,2026.2Q,227492.036824,42705.421293
KR0073,교보생명보험,,생명보험,2,생명장기 손익,2026.2Q,263109.010157,60266.793998
KR0073,교보생명보험,,생명보험,3,생명장기 원수손익,2026.2Q,260781.630051,55501.023929
KR0073,교보생명보험,,생명보험,4,원수 CSM상각,2026.2Q,318554.0,164820.0
KR0073,교보생명보험,,생명보험,5,원수 위험조정 변동,2026.2Q,78460.0,39154.0
KR0073,교보생명보험,,생명보험,6,원수 예실차,2026.2Q,-48399.0,-66653.0
KR0073,교보생명보험,,생명보험,7,기타 생명장기 원수손익,2026.2Q,-87833.369949,-81819.976071
KR0073,교보생명보험,,생명보험,8,생명장기 재보험손익,2026.2Q,2327.380106,4765.770069
KR0073,교보생명보험,,생명보험,9,재보험 CSM상각,2026.2Q,-4423.0,-2054.0
KR0073,교보생명보험,,생명보험,10,재보험 위험조정 변동,2026.2Q,-1185.0,-568.0
KR0073,교보생명보험,,생명보험,11,재보험 예실차,2026.2Q,2485.0,1136.0
KR0073,교보생명보험,,생명보험,12,기타 생명장기 재보험손익,2026.2Q,5450.380106,6251.770069
KR0073,교보생명보험,,생명보험,13,자동차손익,2026.2Q,0.0,0.0
KR0073,교보생명보험,,생명보험,14,일반손익,2026.2Q,0.0,0.0
KR0073,교보생명보험,,생명보험,15,기타영업수익,2026.2Q,0.0,0.0
KR0073,교보생명보험,,생명보험,16,기타사업비용,2026.2Q,35616.973333,17561.372705
KR0073,교보생명보험,,생명보험,17,투자손익,2026.2Q,403771.814425,144351.612336
KR0073,교보생명보험,,생명보험,18,투자이익,2026.2Q,6700188.598986,4893838.829203
KR0073,교보생명보험,,생명보험,19,보험금융손익,2026.2Q,-6296416.784561,-4749487.216867
KR0073,교보생명보험,,생명보험,20,영업이익,2026.2Q,631263.851249,187057.033629
KR0073,교보생명보험,,생명보험,21,영업외손익,2026.2Q,2849.546284,2525.828731
KR0073,교보생명보험,,생명보험,22,세전이익,2026.2Q,634113.397533,189582.86236
KR0073,교보생명보험,,생명보험,23,법인세,2026.2Q,155486.380349,41096.255076
KR0073,교보생명보험,,생명보험,24,당기순이익,2026.2Q,478627.017184,148486.607284
KR0074,라이나생명보험,,생명보험,1,보험손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,2,생명장기 손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,3,생명장기 원수손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,4,원수 CSM상각,2023.4Q,443127.76,
KR0074,라이나생명보험,,생명보험,5,원수 위험조정 변동,2023.4Q,,
KR0074,라이나생명보험,,생명보험,6,원수 예실차,2023.4Q,,
KR0074,라이나생명보험,,생명보험,7,기타 생명장기 원수손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,8,생명장기 재보험손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,9,재보험 CSM상각,2023.4Q,-7365.047,
KR0074,라이나생명보험,,생명보험,10,재보험 위험조정 변동,2023.4Q,,
KR0074,라이나생명보험,,생명보험,11,재보험 예실차,2023.4Q,,
KR0074,라이나생명보험,,생명보험,12,기타 생명장기 재보험손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,13,자동차손익,2023.4Q,0.0,
KR0074,라이나생명보험,,생명보험,14,일반손익,2023.4Q,0.0,
KR0074,라이나생명보험,,생명보험,15,기타영업수익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,16,기타사업비용,2023.4Q,,
KR0074,라이나생명보험,,생명보험,17,투자손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,18,투자이익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,19,보험금융손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,20,영업이익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,21,영업외손익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,22,세전이익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,23,법인세,2023.4Q,,
KR0074,라이나생명보험,,생명보험,24,당기순이익,2023.4Q,,
KR0074,라이나생명보험,,생명보험,1,보험손익,2024.4Q,310451.0,
KR0074,라이나생명보험,,생명보험,2,생명장기 손익,2024.4Q,328886.0,
KR0074,라이나생명보험,,생명보험,3,생명장기 원수손익,2024.4Q,259410.0,
KR0074,라이나생명보험,,생명보험,4,원수 CSM상각,2024.4Q,397347.0,
KR0074,라이나생명보험,,생명보험,5,원수 위험조정 변동,2024.4Q,67191.0,
KR0074,라이나생명보험,,생명보험,6,원수 예실차,2024.4Q,4785.0,
KR0074,라이나생명보험,,생명보험,7,기타 생명장기 원수손익,2024.4Q,-209913.0,
KR0074,라이나생명보험,,생명보험,8,생명장기 재보험손익,2024.4Q,69476.0,
KR0074,라이나생명보험,,생명보험,9,재보험 CSM상각,2024.4Q,-11684.0,
KR0074,라이나생명보험,,생명보험,10,재보험 위험조정 변동,2024.4Q,-6524.0,
KR0074,라이나생명보험,,생명보험,11,재보험 예실차,2024.4Q,18162.0,
KR0074,라이나생명보험,,생명보험,12,기타 생명장기 재보험손익,2024.4Q,69522.0,
KR0074,라이나생명보험,,생명보험,13,자동차손익,2024.4Q,0.0,
KR0074,라이나생명보험,,생명보험,14,일반손익,2024.4Q,0.0,
KR0074,라이나생명보험,,생명보험,15,기타영업수익,2024.4Q,0.0,
KR0074,라이나생명보험,,생명보험,16,기타사업비용,2024.4Q,18435.0,
KR0074,라이나생명보험,,생명보험,17,투자손익,2024.4Q,296868.0,
KR0074,라이나생명보험,,생명보험,18,투자이익,2024.4Q,243138.0,
KR0074,라이나생명보험,,생명보험,19,보험금융손익,2024.4Q,53730.0,
KR0074,라이나생명보험,,생명보험,20,영업이익,2024.4Q,607319.0,
KR0074,라이나생명보험,,생명보험,21,영업외손익,2024.4Q,-10687.0,
KR0074,라이나생명보험,,생명보험,22,세전이익,2024.4Q,596632.0,
KR0074,라이나생명보험,,생명보험,23,법인세,2024.4Q,132348.0,
KR0074,라이나생명보험,,생명보험,24,당기순이익,2024.4Q,464284.0,
KR0074,라이나생명보험,,생명보험,1,보험손익,2025.4Q,179565.0,
KR0074,라이나생명보험,,생명보험,2,생명장기 손익,2025.4Q,198093.0,
KR0074,라이나생명보험,,생명보험,3,생명장기 원수손익,2025.4Q,166731.0,
KR0074,라이나생명보험,,생명보험,4,원수 CSM상각,2025.4Q,331435.0,
KR0074,라이나생명보험,,생명보험,5,원수 위험조정 변동,2025.4Q,53666.0,
KR0074,라이나생명보험,,생명보험,6,원수 예실차,2025.4Q,-31834.0,
KR0074,라이나생명보험,,생명보험,7,기타 생명장기 원수손익,2025.4Q,-186536.0,
KR0074,라이나생명보험,,생명보험,8,생명장기 재보험손익,2025.4Q,31363.0,
KR0074,라이나생명보험,,생명보험,9,재보험 CSM상각,2025.4Q,-29268.0,
KR0074,라이나생명보험,,생명보험,10,재보험 위험조정 변동,2025.4Q,-656.0,
KR0074,라이나생명보험,,생명보험,11,재보험 예실차,2025.4Q,29053.0,
KR0074,라이나생명보험,,생명보험,12,기타 생명장기 재보험손익,2025.4Q,32234.0,
KR0074,라이나생명보험,,생명보험,13,자동차손익,2025.4Q,0.0,
KR0074,라이나생명보험,,생명보험,14,일반손익,2025.4Q,0.0,
KR0074,라이나생명보험,,생명보험,15,기타영업수익,2025.4Q,0.0,
KR0074,라이나생명보험,,생명보험,16,기타사업비용,2025.4Q,18529.0,
KR0074,라이나생명보험,,생명보험,17,투자손익,2025.4Q,270640.0,
KR0074,라이나생명보험,,생명보험,18,투자이익,2025.4Q,208578.0,
KR0074,라이나생명보험,,생명보험,19,보험금융손익,2025.4Q,62062.0,
KR0074,라이나생명보험,,생명보험,20,영업이익,2025.4Q,450205.0,
KR0074,라이나생명보험,,생명보험,21,영업외손익,2025.4Q,-52.0,
KR0074,라이나생명보험,,생명보험,22,세전이익,2025.4Q,450153.0,
KR0074,라이나생명보험,,생명보험,23,법인세,2025.4Q,93711.0,
KR0074,라이나생명보험,,생명보험,24,당기순이익,2025.4Q,356442.0,
KR0075,비엔피파리바카디프생명보험,,생명보험,1,보험손익,2024.4Q,-13639.253189000003,
KR0075,비엔피파리바카디프생명보험,,생명보험,2,생명장기 손익,2024.4Q,-13639.253189000003,
KR0075,비엔피파리바카디프생명보험,,생명보험,3,생명장기 원수손익,2024.4Q,-1833.578628000003,
KR0075,비엔피파리바카디프생명보험,,생명보험,4,원수 CSM상각,2024.4Q,6286.095,
KR0075,비엔피파리바카디프생명보험,,생명보험,5,원수 위험조정 변동,2024.4Q,1768.401,
KR0075,비엔피파리바카디프생명보험,,생명보험,6,원수 예실차,2024.4Q,1760.5660000000025,
KR0075,비엔피파리바카디프생명보험,,생명보험,7,기타 생명장기 원수손익,2024.4Q,-11648.640628000006,
KR0075,비엔피파리바카디프생명보험,,생명보험,8,생명장기 재보험손익,2024.4Q,-1636.546378,
KR0075,비엔피파리바카디프생명보험,,생명보험,9,재보험 CSM상각,2024.4Q,3574.609,
KR0075,비엔피파리바카디프생명보험,,생명보험,10,재보험 위험조정 변동,2024.4Q,-13.814,
KR0075,비엔피파리바카디프생명보험,,생명보험,11,재보험 예실차,2024.4Q,95.16300000000001,
KR0075,비엔피파리바카디프생명보험,,생명보험,12,기타 생명장기 재보험손익,2024.4Q,-5292.504378,
KR0075,비엔피파리바카디프생명보험,,생명보험,13,자동차손익,2024.4Q,0.0,
KR0075,비엔피파리바카디프생명보험,,생명보험,14,일반손익,2024.4Q,0.0,
KR0075,비엔피파리바카디프생명보험,,생명보험,15,기타영업수익,2024.4Q,,
KR0075,비엔피파리바카디프생명보험,,생명보험,16,기타사업비용,2024.4Q,10169.128183,
KR0075,비엔피파리바카디프생명보험,,생명보험,17,투자손익,2024.4Q,-779.0990140000067,
KR0075,비엔피파리바카디프생명보험,,생명보험,18,투자이익,2024.4Q,174590.222096,
KR0075,비엔피파리바카디프생명보험,,생명보험,19,보험금융손익,2024.4Q,-175369.32111000002,
KR0075,비엔피파리바카디프생명보험,,생명보험,20,영업이익,2024.4Q,-14418.352203,
KR0075,비엔피파리바카디프생명보험,,생명보험,21,영업외손익,2024.4Q,-176.19334800000001,
KR0075,비엔피파리바카디프생명보험,,생명보험,22,세전이익,2024.4Q,-14594.545551,
KR0075,비엔피파리바카디프생명보험,,생명보험,23,법인세,2024.4Q,-2090.350242,
KR0075,비엔피파리바카디프생명보험,,생명보험,24,당기순이익,2024.4Q,-12504.195308999999,
KR0075,비엔피파리바카디프생명보험,,생명보험,1,보험손익,2025.4Q,-24222.942939,
KR0075,비엔피파리바카디프생명보험,,생명보험,2,생명장기 손익,2025.4Q,-24222.942939,
KR0075,비엔피파리바카디프생명보험,,생명보험,3,생명장기 원수손익,2025.4Q,-12261.467528000001,
KR0075,비엔피파리바카디프생명보험,,생명보험,4,원수 CSM상각,2025.4Q,6379.544,
KR0075,비엔피파리바카디프생명보험,,생명보험,5,원수 위험조정 변동,2025.4Q,1110.537,
KR0075,비엔피파리바카디프생명보험,,생명보험,6,원수 예실차,2025.4Q,-3826.768,
KR0075,비엔피파리바카디프생명보험,,생명보험,7,기타 생명장기 원수손익,2025.4Q,-15924.780528000003,
KR0075,비엔피파리바카디프생명보험,,생명보험,8,생명장기 재보험손익,2025.4Q,-1813.896,
KR0075,비엔피파리바카디프생명보험,,생명보험,9,재보험 CSM상각,2025.4Q,-2667.968,
KR0075,비엔피파리바카디프생명보험,,생명보험,10,재보험 위험조정 변동,2025.4Q,-22.399,
KR0075,비엔피파리바카디프생명보험,,생명보험,11,재보험 예실차,2025.4Q,152.58799999999997,
KR0075,비엔피파리바카디프생명보험,,생명보험,12,기타 생명장기 재보험손익,2025.4Q,723.8829999999999,
KR0075,비엔피파리바카디프생명보험,,생명보험,13,자동차손익,2025.4Q,0.0,
KR0075,비엔피파리바카디프생명보험,,생명보험,14,일반손익,2025.4Q,0.0,
KR0075,비엔피파리바카디프생명보험,,생명보험,15,기타영업수익,2025.4Q,,
