원보험사코드,원수사명,티커,생손보여부,공시분기,경과조치여부,measure구분,-100bp,-50bp,base,+50bp,+100bp
KR0072,케이디비생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,13406.0,13377.0,13581.0,13970.0,14318.0
KR0072,케이디비생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,205.53,209.54,205.73,195.51,185.48
KR0072,케이디비생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,19206.0,18816.0,18412.0,17989.0,17597.0
KR0072,케이디비생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,9344.0,8980.0,8949.0,9201.0,9487.0
KR0079,미래에셋생명보험,085620,생명보험,2025.4Q,적용전,지급여력비율,175.8,177.2,176.7,165.3,153.4
KR0079,미래에셋생명보험,085620,생명보험,2025.4Q,적용전,지급여력금액,38225.0,37723.0,37022.0,36036.0,35050.0
KR0079,미래에셋생명보험,085620,생명보험,2025.4Q,적용전,지급여력기준금액,21738.0,21291.0,20954.0,21801.0,22848.0
KR0079,미래에셋생명보험,085620,생명보험,2025.4Q,적용후,지급여력비율,175.8,177.2,176.7,165.3,153.4
KR0079,미래에셋생명보험,085620,생명보험,2025.4Q,적용후,지급여력금액,38225.0,37723.0,37022.0,36036.0,35050.0
KR0079,미래에셋생명보험,085620,생명보험,2025.4Q,적용후,지급여력기준금액,21738.0,21291.0,20954.0,21801.0,22848.0
KR0082,DB생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,168.5,181.5,186.2,187.8,187.1
KR0082,DB생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,24861.0,26080.0,26843.0,27471.0,27655.0
KR0082,DB생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,14756.0,14370.0,14419.0,14630.0,14777.0
KR0082,DB생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,212.2,241.9,268.7,288.0,302.2
KR0082,DB생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,24861.0,26080.0,26843.0,27471.0,27655.0
KR0082,DB생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,11714.0,10783.0,9989.0,9537.0,9151.0
KR0083,푸본현대생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,71.68,64.36,56.02,47.31,37.46
KR0083,푸본현대생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,9521.0,8371.0,7232.0,6213.0,4968.0
KR0083,푸본현대생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,13283.0,13006.0,12909.0,13133.0,13260.0
KR0083,푸본현대생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,259.49,258.84,252.09,233.82,216.14
KR0083,푸본현대생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,26234.0,25116.0,23945.0,22784.0,21430.0
KR0083,푸본현대생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,10110.0,9703.0,9499.0,9744.0,9915.0
KR0094,신한라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,180.97,194.43,205.98,204.37,192.55
KR0094,신한라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,94111.0,96267.0,98738.0,97521.0,96180.0
KR0094,신한라이프생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,52004.0,49512.0,47935.0,47718.0,49950.0
KR0094,신한라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,180.97,194.43,205.98,204.37,192.55
KR0094,신한라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,94111.0,96267.0,98738.0,97521.0,96180.0
KR0094,신한라이프생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,52004.0,49512.0,47935.0,47718.0,49950.0
KR0097,하나생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,129.44,131.86,133.99,128.58,123.33
KR0097,하나생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,8164.0,8059.0,7953.0,7788.0,7622.0
KR0097,하나생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,6307.0,6112.0,5936.0,6057.0,6180.0
KR0097,하나생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,164.05,169.43,174.39,167.11,160.1
KR0097,하나생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,8880.0,8775.0,8669.0,8504.0,8338.0
KR0097,하나생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,5413.0,5179.0,4971.0,5089.0,5208.0
KR0099,KB라이프생명,X,생명보험,2025.4Q,적용전,지급여력비율,266.87,273.81,272.19,253.03,235.72
KR0099,KB라이프생명,X,생명보험,2025.4Q,적용전,지급여력금액,54950.0,57120.0,58717.0,59395.0,59744.0
KR0099,KB라이프생명,X,생명보험,2025.4Q,적용전,지급여력기준금액,20590.0,20861.0,21572.0,23474.0,25346.0
KR0099,KB라이프생명,X,생명보험,2025.4Q,적용후,지급여력비율,266.87,273.81,272.19,253.03,235.72
KR0099,KB라이프생명,X,생명보험,2025.4Q,적용후,지급여력금액,54950.0,57120.0,58717.0,59395.0,59744.0
KR0099,KB라이프생명,X,생명보험,2025.4Q,적용후,지급여력기준금액,20590.0,20861.0,21572.0,23474.0,25346.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,147.45,156.66,164.87,166.31,167.31
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,1204.0,1216.0,1229.0,1237.0,1246.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,816.0,776.0,745.0,744.0,745.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,188.22,207.43,226.46,232.14,236.68
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,1204.0,1216.0,1229.0,1237.0,1246.0
KR1010,교보라이프플래닛생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,640.0,586.0,543.0,533.0,526.0
KR0080,에이아이에이생명보험,X,생명보험,2025.4Q,적용전,지급여력비율,195.8,200.1,204.6,199.5,177.6
KR0080,에이아이에이생명보험,X,생명보험,2025.4Q,적용전,지급여력금액,31366.0,30874.0,30382.0,29616.0,28398.0
KR0080,에이아이에이생명보험,X,생명보험,2025.4Q,적용전,지급여력기준금액,16021.0,15428.0,14850.0,14844.0,15991.0
KR0080,에이아이에이생명보험,X,생명보험,2025.4Q,적용후,지급여력비율,195.8,200.1,204.6,199.5,177.6
KR0080,에이아이에이생명보험,X,생명보험,2025.4Q,적용후,지급여력금액,31366.0,30874.0,30382.0,29616.0,28398.0
KR0080,에이아이에이생명보험,X,생명보험,2025.4Q,적용후,지급여력기준금액,16021.0,15428.0,14850.0,14844.0,15991.0
KR0050,하나손해보험,X,손해보험,2024.4Q,적용후,지급여력비율,149.1,152.3,154.89,155.13,155.3
KR0050,하나손해보험,X,손해보험,2024.4Q,적용후,지급여력금액,4846.0,4833.0,4809.0,4763.0,4711.0
KR0050,하나손해보험,X,손해보험,2024.4Q,적용후,지급여력기준금액,3250.0,3173.0,3105.0,3070.0,3034.0
KR0050,하나손해보험,X,손해보험,2025.2Q,적용후,지급여력비율,134.02,138.5,141.27,142.37,142.35
KR0050,하나손해보험,X,손해보험,2025.2Q,적용후,지급여력금액,4964.0,4989.0,4989.0,4963.0,4916.0
KR0050,하나손해보험,X,손해보험,2025.2Q,적용후,지급여력기준금액,3704.0,3602.0,3531.0,3486.0,3454.0
KR0069,삼성생명보험,032830,생명보험,2025.2Q,적용후,지급여력비율,155.8,173.8,186.7,196.1,202.8
KR0069,삼성생명보험,032830,생명보험,2025.2Q,적용후,지급여력금액,439023.0,460311.0,477939.0,493521.0,505718.0
KR0069,삼성생명보험,032830,생명보험,2025.2Q,적용후,지급여력기준금액,281747.0,264882.0,255927.0,251646.0,249347.0
KR0050,하나손해보험,X,손해보험,2025.4Q,적용후,지급여력비율,152.16,154.36,155.49,155.58,154.71
KR0050,하나손해보험,X,손해보험,2025.4Q,적용후,지급여력금액,6866.0,6812.0,6744.0,6660.0,6560.0
KR0050,하나손해보험,X,손해보험,2025.4Q,적용후,지급여력기준금액,4512.0,4413.0,4337.0,4280.0,4240.0
KR0051,신한이지손해보험,X,손해보험,2025.4Q,적용후,지급여력비율,243.7,237.7,231.2,226.3,220.8
KR0051,신한이지손해보험,X,손해보험,2025.4Q,적용후,지급여력금액,1327.0,1292.0,1255.0,1224.0,1192.0
KR0051,신한이지손해보험,X,손해보험,2025.4Q,적용후,지급여력기준금액,545.0,543.0,543.0,541.0,540.0
KR0069,삼성생명보험,032830,생명보험,2025.4Q,적용후,지급여력비율,184.7,192.0,198.0,203.5,204.2
KR0069,삼성생명보험,032830,생명보험,2025.4Q,적용후,지급여력금액,620981.0,640574.0,657402.0,670881.0,678289.0
KR0069,삼성생명보험,032830,생명보험,2025.4Q,적용후,지급여력기준금액,336132.0,333657.0,332075.0,329700.0,332215.0
KR1098,카카오페이손해보험,X,손해보험,2025.4Q,적용후,지급여력비율,353.36,353.04,352.72,352.46,352.2
KR1098,카카오페이손해보험,X,손해보험,2025.4Q,적용후,지급여력금액,1071.0,1070.0,1069.0,1068.0,1068.0
KR1098,카카오페이손해보험,X,손해보험,2025.4Q,적용후,지급여력기준금액,303.0,303.0,303.0,303.0,303.0
KR0004,예별손해보험,X,손해보험,2025.4Q,적용전,지급여력비율,-21.04,-14.47,-8.24,-0.93,5.96
KR0004,예별손해보험,X,손해보험,2025.4Q,적용전,지급여력금액,-2108,-1363,-714,-78,475
KR0004,예별손해보험,X,손해보험,2025.4Q,적용전,지급여력기준금액,10019,9417,8656,8401,7966
KR0004,예별손해보험,X,손해보험,2025.4Q,적용후,지급여력비율,-25.05,-17.23,-9.69,-1.1,7.04
KR0004,예별손해보험,X,손해보험,2025.4Q,적용후,지급여력금액,-2108,-1363,-714,-78,475
KR0004,예별손해보험,X,손해보험,2025.4Q,적용후,지급여력기준금액,8417,7915,7364,7082,6744
