원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,섹션,레벨,공시분기,값
KR0076,아이엠라이프생명보험,X,생명보험,14,재보험계약자산,자산,2,2023.4Q,6917.233241
KR0076,아이엠라이프생명보험,X,생명보험,14,재보험계약자산,자산,2,2024.4Q,2918.469035
KR0076,아이엠라이프생명보험,X,생명보험,14,재보험계약자산,자산,2,2025.4Q,1566.995447
KR0076,아이엠라이프생명보험,X,생명보험,15,유형자산,자산,2,2022.4Q,15371.224075
KR0076,아이엠라이프생명보험,X,생명보험,15,유형자산,자산,2,2023.4Q,12314.336316
KR0076,아이엠라이프생명보험,X,생명보험,15,유형자산,자산,2,2024.4Q,8354.568429
KR0076,아이엠라이프생명보험,X,생명보험,15,유형자산,자산,2,2025.4Q,12661.29981
KR0076,아이엠라이프생명보험,X,생명보험,20,보험계약부채,부채,2,2022.4Q,5308305.435108
KR0076,아이엠라이프생명보험,X,생명보험,20,보험계약부채,부채,2,2023.4Q,5363737.755315
KR0076,아이엠라이프생명보험,X,생명보험,20,보험계약부채,부채,2,2024.4Q,6062986.196636
KR0076,아이엠라이프생명보험,X,생명보험,21,재보험계약부채,부채,2,2023.4Q,10879.185544
KR0076,아이엠라이프생명보험,X,생명보험,21,재보험계약부채,부채,2,2024.4Q,12022.048754
KR0076,아이엠라이프생명보험,X,생명보험,21,재보험계약부채,부채,2,2025.4Q,17409.295445
KR0076,아이엠라이프생명보험,X,생명보험,23,차입부채,부채,2,2022.4Q,99729.362186
KR0076,아이엠라이프생명보험,X,생명보험,23,차입부채,부채,2,2023.4Q,49894.57282
KR0076,아이엠라이프생명보험,X,생명보험,23,차입부채,부채,2,2024.4Q,149617.231931
KR0076,아이엠라이프생명보험,X,생명보험,23,차입부채,부채,2,2025.4Q,224568.613178
KR0076,아이엠라이프생명보험,X,생명보험,24,기타부채,부채,2,2022.4Q,26633.305268
KR0076,아이엠라이프생명보험,X,생명보험,24,기타부채,부채,2,2023.4Q,2537.510577
KR0076,아이엠라이프생명보험,X,생명보험,24,기타부채,부채,2,2024.4Q,3078.218817
KR0076,아이엠라이프생명보험,X,생명보험,24,기타부채,부채,2,2025.4Q,2692.537398
KR0076,아이엠라이프생명보험,X,생명보험,30,자본금,자본,2,2022.4Q,290649.565
KR0076,아이엠라이프생명보험,X,생명보험,30,자본금,자본,2,2023.4Q,302281.525
KR0076,아이엠라이프생명보험,X,생명보험,30,자본금,자본,2,2024.4Q,302281.525
KR0076,아이엠라이프생명보험,X,생명보험,30,자본금,자본,2,2025.4Q,302281.525
KR0076,아이엠라이프생명보험,X,생명보험,31,이익잉여금,자본,2,2022.4Q,91338.247922
KR0076,아이엠라이프생명보험,X,생명보험,31,이익잉여금,자본,2,2023.4Q,169942.5759
KR0076,아이엠라이프생명보험,X,생명보험,31,이익잉여금,자본,2,2024.4Q,227371.270406
KR0076,아이엠라이프생명보험,X,생명보험,31,이익잉여금,자본,2,2025.4Q,248280.579692
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2023.1Q,33188650.467659
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2023.2Q,33053385.020776
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2023.3Q,32111059.738975
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2023.4Q,33046193.024997
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2024.1Q,32333017.256452
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2024.2Q,32188592.706805
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2024.3Q,32232652.833785
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2024.4Q,32404438.804746
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2025.1Q,32214588.505664
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2025.2Q,32215468.491141
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2025.3Q,33165463.238684
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2025.4Q,32855181.935106
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2026.1Q,32201238.251402
KR0079,미래에셋생명보험,085620,생명보험,1,자산총계,자산,1,2026.2Q,34264164.8581
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2023.1Q,30322482.178092
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2023.2Q,30106554.59372
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2023.3Q,29140783.776516
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2023.4Q,30131929.468494
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2024.1Q,29705347.844146
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2024.2Q,29773609.255745
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2024.3Q,29827851.940506
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2024.4Q,29851200.854978
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2025.1Q,29747791.285061
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2025.2Q,29744745.599781
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2025.3Q,30683351.810687
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2025.4Q,30418680.379437
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2026.1Q,29807737.405234
KR0079,미래에셋생명보험,085620,생명보험,2,부채총계,부채,1,2026.2Q,31861700.814149
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2023.1Q,2866168.289567
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2023.2Q,2946830.427056
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2023.3Q,2970275.962459
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2023.4Q,2914263.556503
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2024.1Q,2627669.412306
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2024.2Q,2414983.45106
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2024.3Q,2404800.893279
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2024.4Q,2553237.949768
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2025.1Q,2466797.220603
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2025.2Q,2470722.89136
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2025.3Q,2482111.427997
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2025.4Q,2436501.555669
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2026.1Q,2393500.846168
KR0079,미래에셋생명보험,085620,생명보험,3,자본총계,자본,1,2026.2Q,2402464.043951
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2023.1Q,351027.063786
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2023.2Q,386354.006891
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2023.3Q,421884.570458
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2023.4Q,400103.553823
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2024.1Q,74074.074779
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2024.2Q,-157827.352999
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2024.3Q,-171531.040273
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2024.4Q,-190609.909176
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2025.1Q,-301370.406516
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2025.2Q,-347798.366721
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2025.3Q,-382933.654079
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2025.4Q,-432246.692496
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2026.1Q,-524743.402379
KR0079,미래에셋생명보험,085620,생명보험,4,기타포괄손익 누계액,자본,2,2026.2Q,-490078.27441
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2023.1Q,768764.0
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2023.2Q,796955.0
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2023.3Q,845009.0
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2023.4Q,900203.422735
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2024.1Q,949080.859423
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2024.2Q,990284.0
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2024.3Q,1039089.0
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2024.4Q,992343.0
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2025.1Q,1031843.0
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2025.2Q,1075511.159716
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2025.3Q,1147657.428006
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2025.4Q,1219968.190692
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2026.1Q,1309943.330217
KR0079,미래에셋생명보험,085620,생명보험,5,해약환급금준비금 적립액,준비금,2,2026.2Q,1388869.148769
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2023.1Q,15771.0
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2023.2Q,18575.0
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2023.3Q,15574.0
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2023.4Q,39620.620866
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2024.1Q,18403.451012
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2024.2Q,17481.0
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2024.3Q,15765.0
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2024.4Q,13211.0
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2025.1Q,11362.0
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2025.2Q,10539.449002
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2025.3Q,10098.738398
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2025.4Q,8123.0394
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2026.1Q,8197.574583
KR0079,미래에셋생명보험,085620,생명보험,7,대손준비금 적립액,준비금,2,2026.2Q,8578.163324
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2023.1Q,156679.0
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2023.2Q,159254.0
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2023.3Q,163566.0
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2023.4Q,168173.918393
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2024.1Q,171703.366301
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2024.2Q,175398.0
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2024.3Q,179941.0
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2024.4Q,183597.0
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2025.1Q,171727.0
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2025.2Q,192939.255492
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2025.3Q,196800.675018
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2025.4Q,201039.498136
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2026.1Q,204079.070585
KR0079,미래에셋생명보험,085620,생명보험,8,보증준비금 적립액,준비금,2,2026.2Q,206883.737089
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2023.1Q,633738.528618
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2023.2Q,519507.409762
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2023.3Q,507699.828147
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2023.4Q,1227248.463335
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2024.1Q,763207.047503
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2024.2Q,681207.694747
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2024.3Q,713309.680187
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2024.4Q,921939.699519
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2025.1Q,759488.89843
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2025.2Q,755020.186006
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2025.3Q,844622.819485
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2025.4Q,969619.998612
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2026.1Q,986017.364903
KR0079,미래에셋생명보험,085620,생명보험,10,현금및현금성자산,자산,2,2026.2Q,1108055.629237
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2023.1Q,16432279.506894
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2023.2Q,16485139.255874
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2023.3Q,16008301.186498
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2023.4Q,15850238.18747
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2024.1Q,16239528.590327
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2024.2Q,15956866.565023
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2024.3Q,15649979.749228
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2024.4Q,15392284.369489
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2025.1Q,15112991.502851
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2025.2Q,15656028.855631
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2025.3Q,16558856.627634
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2025.4Q,16944446.771969
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2026.1Q,17004985.734272
KR0079,미래에셋생명보험,085620,생명보험,11,당기손익-공정가치측정금융자산,자산,2,2026.2Q,19598536.666159
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2023.1Q,11257618.893872
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2023.2Q,11286579.149371
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2023.3Q,11032722.029203
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2023.4Q,11226454.380747
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2024.1Q,10964242.30709
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2024.2Q,11285427.462307
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2024.3Q,11814069.090092
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2024.4Q,11969183.336759
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2025.1Q,12442117.804534
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2025.2Q,12053808.702816
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2025.3Q,12326566.814335
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2025.4Q,11663557.366015
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2026.1Q,11000897.152399
KR0079,미래에셋생명보험,085620,생명보험,12,기타포괄손익-공정가치측정금융자산,자산,2,2026.2Q,10360997.44462
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2023.1Q,106223.499771
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2023.2Q,106681.449815
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2023.3Q,107048.597708
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2023.4Q,4193467.376169
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2024.1Q,3913198.285532
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2024.2Q,3831419.114371
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2024.3Q,3420351.209938
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2024.4Q,3499463.44569
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2025.1Q,3110827.729214
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2025.2Q,3067006.105679
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2025.3Q,2883514.038402
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2025.4Q,2801450.399792
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2026.1Q,2703661.065564
KR0079,미래에셋생명보험,085620,생명보험,13,상각후원가측정금융자산,자산,2,2026.2Q,2735997.82482
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2023.2Q,18264.456063
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2023.3Q,23232.248629
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2023.4Q,24241.130941
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2024.1Q,24546.810546
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2024.2Q,26435.510162
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2024.3Q,28884.462926
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2024.4Q,29754.04865
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2025.1Q,27189.94314
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2025.2Q,30622.189036
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2025.3Q,35615.423696
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2025.4Q,37355.226946
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2026.1Q,32457.828319
KR0079,미래에셋생명보험,085620,생명보험,14,재보험계약자산,자산,2,2026.2Q,38228.2938
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2023.1Q,95961.637
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2023.2Q,94951.976061
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2023.3Q,84586.467742
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2023.4Q,78749.23183
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2024.1Q,77619.517562
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2024.2Q,78716.63474
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2024.3Q,77900.497617
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2024.4Q,77027.881524
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2025.1Q,76698.298156
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2025.2Q,75862.894896
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2025.3Q,75147.391895
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2025.4Q,75663.924728
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2026.1Q,76243.034646
KR0079,미래에셋생명보험,085620,생명보험,15,유형자산,자산,2,2026.2Q,75607.713305
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2023.1Q,25045177.309656
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2023.2Q,24896210.359886
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2023.3Q,24045985.965682
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2023.4Q,25782954.737248
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2024.1Q,25926028.699768
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2024.2Q,26191615.195131
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2024.3Q,26342312.823386
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2024.4Q,26248411.835353
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2025.1Q,26550413.233904
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2025.2Q,26726920.177778
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2025.3Q,27342067.893353
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2025.4Q,26996698.255523
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2026.1Q,26199434.861578
KR0079,미래에셋생명보험,085620,생명보험,20,보험계약부채,부채,2,2026.2Q,28354405.026851
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2023.1Q,5709.025784
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2023.2Q,4562.151901
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2023.3Q,446.205263
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2023.4Q,847.926609
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2024.1Q,5926.704663
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2024.2Q,4724.709313
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2024.3Q,3543.138142
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2024.4Q,1370.826673
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2025.1Q,4336.26529
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2025.2Q,2416.589085
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2025.3Q,0.0
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2025.4Q,0.0
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2026.1Q,179.11375
KR0079,미래에셋생명보험,085620,생명보험,21,재보험계약부채,부채,2,2026.2Q,1554.98072
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2023.2Q,3901369.950922
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2023.3Q,3899809.805016
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2023.4Q,3175249.446237
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2024.1Q,2986415.143373
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2024.2Q,2848514.35216
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2024.3Q,2827468.038211
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2024.4Q,2425557.129899
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2025.1Q,2314633.601195
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2025.2Q,2265696.847631
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2025.3Q,2211509.498561
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2025.4Q,2179749.901051
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2026.1Q,2077055.784473
KR0079,미래에셋생명보험,085620,생명보험,22,투자계약부채,부채,2,2026.2Q,2016019.270073
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2023.1Q,498823.576561
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2023.2Q,498857.060289
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2023.3Q,498890.911969
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2023.4Q,549320.99856
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2024.1Q,299348.132986
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2024.2Q,299375.207412
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2024.3Q,299402.579359
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2024.4Q,499429.951306
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2025.1Q,299449.666324
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2025.2Q,299469.600398
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2025.3Q,299489.753528
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2025.4Q,598648.785162
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2026.1Q,598686.130433
KR0079,미래에셋생명보험,085620,생명보험,23,차입부채,부채,2,2026.2Q,299179.501065
KR0079,미래에셋생명보험,085620,생명보험,24,기타부채,부채,2,2023.1Q,4201213.147728
