원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_적용후
KR0003,롯데손해보험,000400,손해보험,31,1-3. 장해·질병위험액,2024.1Q,10058.62,10058.62
KR0003,롯데손해보험,000400,손해보험,32,1-4. 장기재물·기타위험액,2024.1Q,282.27,282.27
KR0003,롯데손해보험,000400,손해보험,33,1-5. 해지위험액,2024.1Q,8208.99,766.58
KR0003,롯데손해보험,000400,손해보험,34,1-6. 사업비위험액,2024.1Q,2907.11,481.09
KR0003,롯데손해보험,000400,손해보험,35,1-7. 대재해위험액,2024.1Q,223.51,25.36
KR0005,흥국화재,000540,손해보험,29,1-1. 사망위험액,2024.1Q,1055.89,1055.89
KR0005,흥국화재,000540,손해보험,30,1-2. 장수위험액,2024.1Q,0.01,0
KR0005,흥국화재,000540,손해보험,31,1-3. 장해·질병위험액,2024.1Q,14177.22,14177.22
KR0005,흥국화재,000540,손해보험,32,1-4. 장기재물·기타위험액,2024.1Q,430.75,430.75
KR0005,흥국화재,000540,손해보험,33,1-5. 해지위험액,2024.1Q,6665.06,0
KR0005,흥국화재,000540,손해보험,34,1-6. 사업비위험액,2024.1Q,4568.54,419.73
KR0005,흥국화재,000540,손해보험,35,1-7. 대재해위험액,2024.1Q,457.55,38.03
KR0032,NH농협손해보험,X,손해보험,29,1-1. 사망위험액,2024.1Q,472.31,472.31
KR0032,NH농협손해보험,X,손해보험,31,1-3. 장해·질병위험액,2024.1Q,4556.85,4556.85
KR0032,NH농협손해보험,X,손해보험,32,1-4. 장기재물·기타위험액,2024.1Q,401.29,401.29
KR0032,NH농협손해보험,X,손해보험,33,1-5. 해지위험액,2024.1Q,5436.2,600.97
KR0032,NH농협손해보험,X,손해보험,34,1-6. 사업비위험액,2024.1Q,3125.92,649.33
KR0032,NH농협손해보험,X,손해보험,35,1-7. 대재해위험액,2024.1Q,646.66,66.8
KR0049,악사손해보험,X,손해보험,29,1-1. 사망위험액,2024.1Q,29.01,29.01
KR0049,악사손해보험,X,손해보험,30,1-2. 장수위험액,2024.1Q,0,0
KR0049,악사손해보험,X,손해보험,31,1-3. 장해·질병위험액,2024.1Q,551.01,551.01
KR0049,악사손해보험,X,손해보험,32,1-4. 장기재물·기타위험액,2024.1Q,103.92,103.92
KR0049,악사손해보험,X,손해보험,33,1-5. 해지위험액,2024.1Q,673.95,64.56
KR0049,악사손해보험,X,손해보험,34,1-6. 사업비위험액,2024.1Q,192.88,44.32
KR0049,악사손해보험,X,손해보험,35,1-7. 대재해위험액,2024.1Q,61.07,40.8
KR0050,하나손해보험,X,손해보험,29,1-1. 사망위험액,2024.1Q,31.6,31.6
KR0050,하나손해보험,X,손해보험,30,1-2. 장수위험액,2024.1Q,0.01,0.01
KR0050,하나손해보험,X,손해보험,31,1-3. 장해·질병위험액,2024.1Q,727.36,727.36
KR0050,하나손해보험,X,손해보험,32,1-4. 장기재물·기타위험액,2024.1Q,40.7,40.7
KR0050,하나손해보험,X,손해보험,33,1-5. 해지위험액,2024.1Q,617.17,617.17
KR0070,에이비엘생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,905.04,905.04
KR0070,에이비엘생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,1457.54,120.68
KR0070,에이비엘생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,4425.19,4425.19
KR0070,에이비엘생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2024.1Q,0,0
KR0070,에이비엘생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,4749.24,659.94
KR0070,에이비엘생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,1515.29,466.36
KR0070,에이비엘생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,480.88,0
KR0071,흥국생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,975.85,975.85
KR0071,흥국생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,592.71,47.72
KR0071,흥국생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,6596.99,6596.99
KR0071,흥국생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2024.1Q,0,0
KR0071,흥국생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,7671.26,0
KR0071,흥국생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,1591.8,21.4
KR0071,흥국생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,311.29,0
KR0072,케이디비생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,1078.24,1078.24
KR0072,케이디비생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,538.61,111.11
KR0072,케이디비생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,3091.84,3091.84
KR0072,케이디비생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,5339.15,557.71
KR0072,케이디비생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,1619.92,317.7
KR0072,케이디비생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,396.08,0
KR0073,교보생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,7481.34,7481.34
KR0073,교보생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,6803.32,1406.37
KR0073,교보생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,25630.86,25630.86
KR0073,교보생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2024.1Q,0,0
KR0073,교보생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,28387.94,0
KR0073,교보생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,9040.66,0
KR0073,교보생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,3489.75,545.93
KR0075,비엔피파리바카디프생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,27.82,27.82
KR0075,비엔피파리바카디프생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,10.72,10.72
KR0075,비엔피파리바카디프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,8.24,8.24
KR0075,비엔피파리바카디프생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,134.79,134.79
KR0075,비엔피파리바카디프생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,162.3,162.3
KR0075,비엔피파리바카디프생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,17.92,17.92
KR0076,아이엠라이프생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,276.33,276.33
KR0076,아이엠라이프생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,89.82,45.21
KR0076,아이엠라이프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,1408.85,1408.85
KR0076,아이엠라이프생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2024.1Q,0,0
KR0076,아이엠라이프생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,2377.7,0
KR0076,아이엠라이프생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,618.89,143.78
KR0076,아이엠라이프생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,151.32,0
KR0082,DB생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,1259.73,1259.73
KR0082,DB생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,449.43,31.07
KR0082,DB생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,5174.09,5174.09
KR0082,DB생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,8115.82,0
KR0082,DB생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,2166.58,732.57
KR0082,DB생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,419.75,38.59
KR0083,푸본현대생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,282.64,282.64
KR0083,푸본현대생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,358.66,77.94
KR0083,푸본현대생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,1060.83,1060.83
KR0083,푸본현대생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2024.1Q,0,0
KR0083,푸본현대생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,1232.49,122.17
KR0083,푸본현대생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,1121.21,258.83
KR0083,푸본현대생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,147.21,0
KR0095,메트라이프생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,2231.1,2231.1
KR0095,메트라이프생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,326.73,326.73
KR0095,메트라이프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,5083.66,5083.66
KR0095,메트라이프생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,11711.47,11711.47
KR0095,메트라이프생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,2708.31,2708.31
KR0095,메트라이프생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,812.73,812.73
KR0100,처브라이프생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,148.72,148.72
KR0100,처브라이프생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,22.99,3.69
KR0100,처브라이프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,345.83,345.83
KR0100,처브라이프생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,523,0
KR0100,처브라이프생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,311.89,10.89
KR0100,처브라이프생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,46.01,0.96
KR0104,농협생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,2790.2,2790.2
KR0104,농협생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,402.92,51.4
KR0104,농협생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,9753.81,9753.81
KR0104,농협생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,16296.33,0
KR0104,농협생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,2586.32,292.72
KR0104,농협생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,713.99,74.2
KR1010,교보라이프플래닛생명보험,X,생명보험,29,1-1. 사망위험액,2024.1Q,44.33,44.33
KR1010,교보라이프플래닛생명보험,X,생명보험,30,1-2. 장수위험액,2024.1Q,25.41,0
KR1010,교보라이프플래닛생명보험,X,생명보험,31,1-3. 장해·질병위험액,2024.1Q,78.2,78.2
KR1010,교보라이프플래닛생명보험,X,생명보험,33,1-5. 해지위험액,2024.1Q,204.42,4.94
KR1010,교보라이프플래닛생명보험,X,생명보험,34,1-6. 사업비위험액,2024.1Q,193.57,102.21
KR1010,교보라이프플래닛생명보험,X,생명보험,35,1-7. 대재해위험액,2024.1Q,16.96,3.44
KR0001,메리츠화재해상보험,000060,손해보험,29,1-1. 사망위험액,2023.4Q,2462.44,2462.44
KR0001,메리츠화재해상보험,000060,손해보험,30,1-2. 장수위험액,2023.4Q,0.06,0.06
KR0001,메리츠화재해상보험,000060,손해보험,31,1-3. 장해·질병위험액,2023.4Q,33415.65,33415.65
KR0001,메리츠화재해상보험,000060,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,1378.23,1378.23
KR0001,메리츠화재해상보험,000060,손해보험,33,1-5. 해지위험액,2023.4Q,35509.62,35509.62
KR0001,메리츠화재해상보험,000060,손해보험,34,1-6. 사업비위험액,2023.4Q,6793.38,6793.38
KR0001,메리츠화재해상보험,000060,손해보험,35,1-7. 대재해위험액,2023.4Q,1100.69,1100.69
KR0002,한화손해보험,000370,손해보험,29,1-1. 사망위험액,2023.4Q,1682.86,1682.86
KR0002,한화손해보험,000370,손해보험,30,1-2. 장수위험액,2023.4Q,0,0
KR0002,한화손해보험,000370,손해보험,31,1-3. 장해·질병위험액,2023.4Q,20900.54,20900.54
KR0002,한화손해보험,000370,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,1036.47,1036.47
KR0002,한화손해보험,000370,손해보험,33,1-5. 해지위험액,2023.4Q,13296.13,0
KR0002,한화손해보험,000370,손해보험,34,1-6. 사업비위험액,2023.4Q,6737.58,0
KR0002,한화손해보험,000370,손해보험,35,1-7. 대재해위험액,2023.4Q,900.12,900.12
KR0003,롯데손해보험,000400,손해보험,29,1-1. 사망위험액,2023.4Q,706.4,706.4
KR0003,롯데손해보험,000400,손해보험,30,1-2. 장수위험액,2023.4Q,0.35,0.15
KR0003,롯데손해보험,000400,손해보험,31,1-3. 장해·질병위험액,2023.4Q,9589.06,9589.06
KR0003,롯데손해보험,000400,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,283.16,283.16
KR0003,롯데손해보험,000400,손해보험,33,1-5. 해지위험액,2023.4Q,6139.46,0
KR0003,롯데손해보험,000400,손해보험,34,1-6. 사업비위험액,2023.4Q,2866.69,171.1
KR0003,롯데손해보험,000400,손해보험,35,1-7. 대재해위험액,2023.4Q,224.66,4.49
KR0005,흥국화재,000540,손해보험,29,1-1. 사망위험액,2023.4Q,1057.89,1057.89
KR0005,흥국화재,000540,손해보험,30,1-2. 장수위험액,2023.4Q,0,0
KR0005,흥국화재,000540,손해보험,31,1-3. 장해·질병위험액,2023.4Q,14117.84,14117.84
KR0005,흥국화재,000540,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,434.52,434.52
KR0005,흥국화재,000540,손해보험,33,1-5. 해지위험액,2023.4Q,10356.8,0
KR0005,흥국화재,000540,손해보험,34,1-6. 사업비위험액,2023.4Q,4559.11,0
KR0005,흥국화재,000540,손해보험,35,1-7. 대재해위험액,2023.4Q,461.28,0
KR0008,삼성화재해상보험,000810,손해보험,29,1-1. 사망위험액,2023.4Q,4381.74,4381.74
KR0008,삼성화재해상보험,000810,손해보험,30,1-2. 장수위험액,2023.4Q,12.9,12.9
KR0008,삼성화재해상보험,000810,손해보험,31,1-3. 장해·질병위험액,2023.4Q,32459.99,32459.99
KR0008,삼성화재해상보험,000810,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,2328.3,2328.3
KR0008,삼성화재해상보험,000810,손해보험,33,1-5. 해지위험액,2023.4Q,40158.59,40158.59
KR0008,삼성화재해상보험,000810,손해보험,34,1-6. 사업비위험액,2023.4Q,10311.44,10311.44
KR0008,삼성화재해상보험,000810,손해보험,35,1-7. 대재해위험액,2023.4Q,2729.75,2729.75
KR0009,현대해상,001450,손해보험,29,1-1. 사망위험액,2023.4Q,2377.64,2377.64
KR0009,현대해상,001450,손해보험,30,1-2. 장수위험액,2023.4Q,0.02,0.02
KR0009,현대해상,001450,손해보험,31,1-3. 장해·질병위험액,2023.4Q,49813.24,49813.24
KR0009,현대해상,001450,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,2862.8,2862.8
KR0009,현대해상,001450,손해보험,33,1-5. 해지위험액,2023.4Q,30283.99,30283.99
KR0009,현대해상,001450,손해보험,34,1-6. 사업비위험액,2023.4Q,10449.75,10449.75
KR0009,현대해상,001450,손해보험,35,1-7. 대재해위험액,2023.4Q,2498.78,2498.78
KR0011,DB손해보험,005830,손해보험,29,1-1. 사망위험액,2023.4Q,5446.95,5446.95
KR0011,DB손해보험,005830,손해보험,30,1-2. 장수위험액,2023.4Q,441.2,441.2
KR0011,DB손해보험,005830,손해보험,31,1-3. 장해·질병위험액,2023.4Q,51054.77,51054.77
KR0011,DB손해보험,005830,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,2131.33,2131.33
KR0011,DB손해보험,005830,손해보험,33,1-5. 해지위험액,2023.4Q,47244.35,47244.35
KR0011,DB손해보험,005830,손해보험,34,1-6. 사업비위험액,2023.4Q,9148.75,9148.75
KR0011,DB손해보험,005830,손해보험,35,1-7. 대재해위험액,2023.4Q,2008.93,2008.93
KR0032,NH농협손해보험,X,손해보험,29,1-1. 사망위험액,2023.4Q,474.03,474.03
KR0032,NH농협손해보험,X,손해보험,30,1-2. 장수위험액,2023.4Q,0.04,0.04
KR0032,NH농협손해보험,X,손해보험,31,1-3. 장해·질병위험액,2023.4Q,4866.39,4866.39
KR0032,NH농협손해보험,X,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,442.17,442.17
KR0032,NH농협손해보험,X,손해보험,33,1-5. 해지위험액,2023.4Q,3014.28,0
KR0032,NH농협손해보험,X,손해보험,34,1-6. 사업비위험액,2023.4Q,3195.06,443.3
KR0032,NH농협손해보험,X,손해보험,35,1-7. 대재해위험액,2023.4Q,644.35,0.05
KR0050,하나손해보험,X,손해보험,29,1-1. 사망위험액,2023.4Q,25.61,25.61
KR0050,하나손해보험,X,손해보험,30,1-2. 장수위험액,2023.4Q,0.01,0.01
KR0050,하나손해보험,X,손해보험,31,1-3. 장해·질병위험액,2023.4Q,544.4,544.4
KR0050,하나손해보험,X,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,27.29,27.29
KR0050,하나손해보험,X,손해보험,33,1-5. 해지위험액,2023.4Q,526.9,526.9
KR0050,하나손해보험,X,손해보험,34,1-6. 사업비위험액,2023.4Q,242.83,242.83
KR0050,하나손해보험,X,손해보험,35,1-7. 대재해위험액,2023.4Q,33.89,33.89
KR0068,한화생명,088350,생명보험,29,1-1. 사망위험액,2023.4Q,11985.5,11985.5
KR0068,한화생명,088350,생명보험,30,1-2. 장수위험액,2023.4Q,5874.44,5874.44
KR0068,한화생명,088350,생명보험,31,1-3. 장해·질병위험액,2023.4Q,45041.75,45041.75
KR0068,한화생명,088350,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,1036.47,1036.47
KR0068,한화생명,088350,생명보험,33,1-5. 해지위험액,2023.4Q,51765.38,51765.38
KR0068,한화생명,088350,생명보험,34,1-6. 사업비위험액,2023.4Q,16298.39,16298.39
KR0068,한화생명,088350,생명보험,35,1-7. 대재해위험액,2023.4Q,3378.18,3378.18
KR0069,삼성생명보험,032830,생명보험,29,1-1. 사망위험액,2023.4Q,17871.1,17871.1
KR0069,삼성생명보험,032830,생명보험,30,1-2. 장수위험액,2023.4Q,20677.32,20677.32
KR0069,삼성생명보험,032830,생명보험,31,1-3. 장해·질병위험액,2023.4Q,41716,41716
KR0069,삼성생명보험,032830,생명보험,33,1-5. 해지위험액,2023.4Q,65036.71,65036.71
KR0069,삼성생명보험,032830,생명보험,34,1-6. 사업비위험액,2023.4Q,19450.59,19450.59
KR0070,에이비엘생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,928.88,928.88
KR0070,에이비엘생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,1445.91,0
KR0070,에이비엘생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,4367.67,4367.67
KR0070,에이비엘생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR0070,에이비엘생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,4130.77,0
KR0070,에이비엘생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,1487.89,322.41
KR0070,에이비엘생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,597.73,0
KR0072,케이디비생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,1072.36,1072.36
KR0072,케이디비생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,545.98,70.99
KR0072,케이디비생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,3073,3073
KR0072,케이디비생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,4462.07,0
KR0072,케이디비생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,1389.38,0
KR0072,케이디비생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,392.08,0
KR0074,라이나생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,1867.6,1867.6
KR0074,라이나생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,8.07,8.07
KR0074,라이나생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,14937.58,14937.58
KR0074,라이나생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,16465.27,16465.27
KR0074,라이나생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,2450.93,2450.93
KR0075,비엔피파리바카디프생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,26.65,26.65
KR0075,비엔피파리바카디프생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,10.86,10.86
KR0075,비엔피파리바카디프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,9.58,9.58
KR0075,비엔피파리바카디프생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR0075,비엔피파리바카디프생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,136.21,136.21
KR0075,비엔피파리바카디프생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,162.74,162.74
KR0076,아이엠라이프생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,264.71,264.71
KR0076,아이엠라이프생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,57.88,8.32
KR0076,아이엠라이프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,1359.77,1359.77
KR0076,아이엠라이프생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR0076,아이엠라이프생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,2149.28,0
KR0076,아이엠라이프생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,645.39,117.49
KR0076,아이엠라이프생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,151.97,0
KR0083,푸본현대생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,282.96,282.96
KR0083,푸본현대생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,362.02,50.11
KR0083,푸본현대생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,1064.91,1064.91
KR0083,푸본현대생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR0083,푸본현대생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,1140.55,0
KR0083,푸본현대생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,1087.19,128.99
KR0083,푸본현대생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,148.17,0
KR0094,신한라이프생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,5001.37,5001.37
KR0094,신한라이프생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,995.12,995.12
KR0094,신한라이프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,21909.07,21909.07
KR0094,신한라이프생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR0094,신한라이프생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,25558.05,25558.05
KR0094,신한라이프생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,9581.22,9581.22
KR0095,메트라이프생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,2246.25,2246.25
KR0095,메트라이프생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,325.05,325.05
KR0095,메트라이프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,5071.03,5071.03
KR0095,메트라이프생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,11772.1,11772.1
KR0095,메트라이프생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,2695.76,2695.76
KR0095,메트라이프생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,820.26,820.26
KR0097,하나생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,88.83,88.83
KR0097,하나생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,113.66,0
KR0097,하나생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,254.67,254.67
KR0097,하나생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,644.76,0
KR0097,하나생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,817.41,378.63
KR0099,KB라이프생명,X,생명보험,29,1-1. 사망위험액,2023.4Q,3971.78,3971.78
KR0099,KB라이프생명,X,생명보험,30,1-2. 장수위험액,2023.4Q,493.39,493.39
KR0099,KB라이프생명,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,4069.14,4069.14
KR0099,KB라이프생명,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR0099,KB라이프생명,X,생명보험,33,1-5. 해지위험액,2023.4Q,12363.9,12363.9
KR0099,KB라이프생명,X,생명보험,34,1-6. 사업비위험액,2023.4Q,3947.09,3947.09
KR0100,처브라이프생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,149.75,149.75
KR0100,처브라이프생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,23.38,1.93
KR0100,처브라이프생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,349.23,349.23
KR0100,처브라이프생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,535.04,0
KR0100,처브라이프생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,294.86,0
KR0100,처브라이프생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,46.91,0
KR0104,농협생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,2643.12,2643.12
KR0104,농협생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,422.96,32.38
KR0104,농협생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,9936.05,9936.05
KR0104,농협생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR0104,농협생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,14810.8,0
KR0104,농협생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,2400.95,0
KR0104,농협생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,696.23,0
KR1000,코리안리재보험,003690,손해보험,29,1-1. 사망위험액,2023.4Q,3625.75,3625.75
KR1000,코리안리재보험,003690,손해보험,30,1-2. 장수위험액,2023.4Q,72.68,72.68
KR1000,코리안리재보험,003690,손해보험,31,1-3. 장해·질병위험액,2023.4Q,7473.19,7473.19
KR1000,코리안리재보험,003690,손해보험,32,1-4. 장기재물·기타위험액,2023.4Q,290.43,290.43
KR1000,코리안리재보험,003690,손해보험,33,1-5. 해지위험액,2023.4Q,1770.64,1770.64
KR1000,코리안리재보험,003690,손해보험,34,1-6. 사업비위험액,2023.4Q,1583.27,1583.27
KR1010,교보라이프플래닛생명보험,X,생명보험,29,1-1. 사망위험액,2023.4Q,42.85,42.85
KR1010,교보라이프플래닛생명보험,X,생명보험,30,1-2. 장수위험액,2023.4Q,25.07,0
KR1010,교보라이프플래닛생명보험,X,생명보험,31,1-3. 장해·질병위험액,2023.4Q,74.32,74.32
KR1010,교보라이프플래닛생명보험,X,생명보험,32,1-4. 장기재물·기타위험액,2023.4Q,0,0
KR1010,교보라이프플래닛생명보험,X,생명보험,33,1-5. 해지위험액,2023.4Q,165.04,0
KR1010,교보라이프플래닛생명보험,X,생명보험,34,1-6. 사업비위험액,2023.4Q,182.18,80.68
KR1010,교보라이프플래닛생명보험,X,생명보험,35,1-7. 대재해위험액,2023.4Q,16.32,1.3
KR0001,메리츠화재해상보험,000060,손해보험,29,1-1. 사망위험액,2023.3Q,2484.14,2484.14
KR0001,메리츠화재해상보험,000060,손해보험,30,1-2. 장수위험액,2023.3Q,0.01,0.01
KR0001,메리츠화재해상보험,000060,손해보험,31,1-3. 장해·질병위험액,2023.3Q,34369.97,34369.97
KR0001,메리츠화재해상보험,000060,손해보험,32,1-4. 장기재물·기타위험액,2023.3Q,1388.73,1388.73
KR0001,메리츠화재해상보험,000060,손해보험,33,1-5. 해지위험액,2023.3Q,42762.8,42762.8
